	er-cv	erytrocyty	hemoglobin	ast	ssn	smoker	relationship	leukocyty	alp	etytr	alt	hbver	indicator	hematokrit	name	weight	trombocyty
5561	67.45798	5.05565	5.98184	52.17898	499-51-6203	Y	single	3.23093	83.67250	6.65294	10.66871	7.13995	1.00000	3.17331	Christie Hawkins	61.23377	5.20043
5562	49.71448	3.93914	5.80933	69.41182	868-14-7622	yes	married	7.24188	88.43441	5.76977	9.32611	5.75661	1.00000	5.13681	Robin Steele	73.60305	5.72226
5563	64.09091	4.60526	6.27151	38.26986	066-45-1862	no	widowed	4.44615	85.60729	8.11780	10.68797	6.31136	1.00000	5.09612	Terri Munoz	143.77755	3.09505
5564	53.47749	7.78674	4.35336	47.72603	707-39-1523	no	married	6.28489	32.59676	6.57155	23.32015	5.32111	1.00000	5.96851	Anthony Dixon	20.43968	4.10829
5565	57.82942	5.81804	6.00197	55.49474	712-14-3146	Y	married	6.59853	95.48995	7.14327	11.53245	8.45686	0.00000	4.59399	Kimberly Trujillo	74.00626	8.16067
5566	11.11851	5.98074	3.26045	54.56683	625-92-2019	no	divoced	5.02704	12.76724	5.11754	14.62797	4.05472	1.00000	5.86929	Virginia Cook	10.96970	4.95585
5567	47.70419	5.18571	7.54660	40.50744	627-08-7371	no	married	6.28297	61.74569	6.47344	8.17112	6.72948	1.00000	5.74272	Gary Garcia	101.84507	3.45384
5568	47.88458	5.76046	5.27711	39.67338	877-07-2600	no	divoced	5.07087	78.10107	6.24634	15.45253	5.75067	0.00000	5.54837	Mrs. Sandra Fitzgerald	107.96990	5.75744
5569	58.15557	4.35053	4.42024	66.56538	272-68-5867	no	nop	6.63381	34.25312	7.02771	9.03941	4.37832	1.00000	4.89495	Jesse Webb	101.40645	3.58190
5570	68.02237	5.72569	5.26992	44.06147	445-59-9094	no	single	5.44556	72.49137	5.61191	10.49022	7.84845	0.00000		Andrew Perez	101.90283	4.33499
5571	46.65900	4.18260	4.37958	53.59962	462-73-6884	yes	single	4.53203	34.42289	8.39278	10.96866	7.62633	0.00000	4.59194	Nicholas Brown	100.51341	7.52270
5572	47.50712	4.59778	5.54453	53.81463	465-94-0513	no	divoced	5.22825	78.89142	5.39015	9.65581	5.61857	0.00000	5.35797	Tami Mccann	29.29781	6.19962
5573	48.93882	5.50606	5.62585	35.39237	261-05-8482	yes	divoced	3.90736	81.27615	5.37649	18.11907	7.62692	0.00000	5.79658	Nicole Fisher	58.50276	4.87959
5574	55.18391	6.77839	3.76711	57.13260	743-99-5124	yes	separated	4.47142	17.91090	5.16476	14.45829	3.78494	1.00000	5.77874	Mary Sutton	31.83192	2.57518
5575	44.37317	4.17898	5.02309	47.09658	846-99-3017	no	divoced	6.08166	60.10411	4.97943	15.51604	5.93400	0.00000	4.17552	Katie Ford	91.79440	5.79330
5576	48.88877	7.83268	6.21860	37.33578	615-17-6310	no	married	5.74083	84.44471	5.35666	29.00204	6.87922	0.00000	4.84396	Karen Farmer	75.90104	6.52494
5577	52.54625	6.87909	4.66041	57.96625	187-14-6581	yes	married	7.76036	46.25731	7.19895	18.22990	1.60809	1.00000	6.34314	Dennis Humphrey	25.29322	3.71909
5578	49.11437	4.85158	4.36063	62.62736	271-98-8849	yes	divoced	5.62824	38.15859	8.12211	13.41554	7.80156	0.00000	4.73011	Mark Keith	122.44412	7.44791
5579	45.55561	4.86745	4.33449	62.39138	250-06-5237	yes	married	4.72247	36.21780	7.20649	10.75729	6.74726	0.00000	3.80287	Justin Joseph	81.43300	3.86825
5580	75.01631	6.20673	4.61697	37.62432	344-81-3658	Y	single	6.30494	47.07908	4.59876	14.13805	5.64315	1.00000	5.13024	David Cuevas	66.13190	7.34936
5581	59.77706	5.64077	6.48321	57.40565	225-81-3830	Y	divoced	4.39243	92.49678	9.14614	14.19014	6.50556	1.00000	6.02127	Sarah Hill	76.66368	3.83506
5582	64.06052	3.79449	7.73875	50.76969	393-12-0865	yes	single	7.17161	52.27181	6.43779	4.94844	5.40771	1.00000	6.64382	Karen Mullen	70.44269	3.72820
5583	48.12182	5.03273	7.26900	61.15593	051-49-9168	Y	divoced	5.58467	72.72306	8.25453	12.88871	5.99502	1.00000	5.12293	James Johnson	46.40152	3.81060
5584	51.83795	7.38736	5.27277	53.28465	663-70-7412	N	divoced	5.28322	72.40888	5.16499	15.65361	7.09303	1.00000	6.74462	Mr. Jacob Herrera	112.12641	6.02698
5585	49.44911	5.70129	5.44662	47.28581	070-92-6789	yes	married	7.59282	78.04092	7.19178	16.80653	5.84754	1.00000	5.18864	Paul Lee	90.03706	5.39779
5586	24.49201	4.68389	2.83508	54.68479	443-34-6322	Y	widowed	4.97806	16.03347	8.25058	15.67715	6.13783	0.00000	4.94105	Jason Wagner	2.46433	3.01459
5587	54.75554	4.22547	6.48298	38.16931	501-32-0823	Y	married	3.68810	89.92353	6.70920	15.36114	8.23294	1.00000	5.91490	Joan Carter	58.35950	4.23525
5588	70.37868	7.34915	5.59323	41.58139	852-35-5131	Y	divoced	6.54073	71.74181	8.54132	21.75070	5.12143	1.00000	5.82209	Kyle Weaver	65.59230	3.47314
5589	73.40154	5.56766	5.86399	37.48799	671-12-3183	no	separated	5.57134	83.65934	8.00133	11.65626	5.07024	1.00000	7.23893	Laura Maynard	100.23844	2.82749
5590	34.75073	4.56103	5.87330	51.83686	738-95-4374	Y	single	5.60040	88.06940	7.91797	13.75630	6.54570	1.00000	3.80421	Desiree Ford	62.91635	5.47171
5591	56.34972	4.68980	4.49460	67.13752	780-61-3916	yes	divoced	5.69659	36.43138	8.20657	12.92069	4.22317	1.00000	4.75273	Michael Green	45.58635	5.26228
5592	36.70004	4.42243	3.95423	61.13875	560-50-2386	no	separated	6.72642	21.05277	6.75612	10.41574	7.34241	0.00000	4.13402	Natalie Collier	98.54074	3.22761
5593	34.65431	6.95059	4.39738	46.99846	344-42-4236	no	separated	4.97377	38.82359	4.26195	13.89627	6.75031	1.00000	5.53653	James Sanders	93.55200	7.25749
5594	56.68492	7.21583	6.95176	63.68982	112-32-2844	yes	married	3.38977	73.71445	5.56346	19.91663	6.56422	1.00000	4.51891	Kelly Martin	142.70242	4.24844
5595	40.43051	6.36080	5.27795	45.23915	606-49-4296	Y	widowed	6.14127	72.86131	8.59723	14.12742	7.94653	0.00000	6.60923	Bradley Snow	-17.04834	6.72771
5596	54.17282	7.29474	3.59844	70.55519	598-59-5178	Y	single	6.25786	15.84209	7.64672	20.60499	5.95416	0.00000	5.07845	Billy Mitchell	-1.67093	4.35244
5597	62.14387	5.21142	4.95056	49.05209	746-46-1328	no	single	4.95616	55.22818	9.25865	8.42214	7.61763	1.00000	3.68589	Daniel Walker	185.75291	6.69370
5598	55.23472	7.19056	5.67670	47.84074	671-12-3183	yes	divoced	5.37916	80.52735	4.88002	24.20131	6.70933	0.00000	5.49978	Laura Maynard	30.41753	5.42234
5599	47.06759	6.69280	6.55306	63.05475	207-04-0276	yes	single	5.14272	94.07450	8.34894	17.77669	7.82671	1.00000	6.06740	Brandon Leon	59.09059	4.27575
5600	27.19373	5.35376	5.01501	21.98833	309-14-4795	yes	widowed	7.31385	61.85304	7.55118	9.50587	4.30827	1.00000	5.87928	Christopher Armstrong	137.83833	4.56961
5601	66.61460	5.90093	5.23394	57.51313	475-20-9519	yes	divoced	5.35074	68.33552	8.26763	9.72525	4.97024	1.00000	5.58731	Cynthia Gilbert	124.65626	3.07257
5602	41.76887	6.97904	4.96641	43.85985	754-17-1945	Y	married	5.86725	58.36359	7.24335	10.60963	3.82780	1.00000	3.64520	Nicholas Ross	91.99700	3.18854
5603	55.83235	4.54936	5.51716	35.57602	549-99-2505	no	nop	4.80834	74.15433	8.59356	13.30899	4.63781	0.00000	5.00109	Michael Hoover	101.50602	4.56067
5604	55.09734	6.37226	2.98812	42.68040	134-85-4148	Y	married	5.76406	10.52687	8.02522	7.19177	5.24346	0.00000	3.45490	Kevin Randall	39.63626	4.50562
5605	42.13048	3.88861	5.53300	50.01457	617-18-4221	no	separated	5.95124	77.21637	6.12362	6.48187	5.40250	1.00000	6.39232	Lynn Martin	133.46063	6.30194
5606	69.47248	4.63114	0.29771	40.29688	049-19-3695	no	nop	4.48313	84.90877	5.19602	4.35615	5.13244	0.00000	6.93375	Donald Peters	86.72100	5.68519
5607	57.32574	5.73043	5.94944	45.44216	185-59-0746	no	separated	5.04258	90.80103	6.19767	9.53390	5.48481	1.00000	8.11480	Dawn Campbell	74.69135	5.66531
5608	57.39870	5.20502	3.75299	54.61248	441-66-1062	Y	divoced	5.29429	20.84838	7.09214	6.30372	6.71254	0.00000	5.05572	Robert Frye	32.79671	3.65645
5609	51.07526	5.74011	6.29479	60.96027	485-35-1432	no	single	4.76199	82.79743		10.30253	7.94877	1.00000	4.04088	Melanie Robinson	105.40700	
5610	39.47024	6.67459	4.31689	54.06374	560-22-0698	no	divoced	5.97253	30.70266	6.61121	18.79907	6.56076	0.00000	4.21045	Brittany Richardson	43.66589	4.80331
5611	43.74385	4.98159	6.32908	52.83669	443-38-9674	no	single	6.40823	88.64318	6.28652		5.88619	1.00000	6.47797	Jesse Stone	28.06710	5.26922
5612	50.16375	7.03396	6.17544	59.55725	526-40-6476	Y	married	4.28068	79.40652	5.52936	18.83025	5.99285	0.00000	5.54476	David Herrera	42.68153	5.39884
5613	63.21107	4.75001	5.99579	52.82388	847-70-2041	no	divoced	5.69371	85.46401	5.94219	8.33421	6.45279	1.00000	5.97408	Carolyn Kelly	22.79104	5.47024
5614	35.92730	5.10651	3.52764	42.18443	202-45-9793	N	married	5.53086	14.26130	5.63721	12.36092	6.22270	1.00000	6.10547	Alexandra Juarez	46.68702	6.88327
5615	50.26661	6.07850	5.93280	47.95761	033-83-1830	no	divoced	6.39477	89.20324	5.89416	11.58076	5.69110	1.00000	2.74168	Jennifer Lopez	63.32867	5.58220
5616	9.68214	6.40239	4.67240	51.14816	723-21-1393	no	married	5.11409	43.17982	6.89522	17.24850	5.70585	0.00000	5.52457	Karen Hamilton	78.45131	6.02631
5617	38.46092	5.69806	6.34084	33.01465	834-41-2614	yes	married	5.23556	88.68560	7.73172	18.87284	7.63343	1.00000	3.86186	Allen Harris	53.75434	4.67149
5618	58.25151	5.89803	5.29857	57.17322	648-85-6397	yes	single	5.43454	68.49921	7.69203	11.15450	5.33324	1.00000	6.01852	Ashley Norris	82.42672	3.56824
5619	39.58377	4.24487	7.44353	53.15520	510-63-2218	no	married	7.36253	68.03195	8.38395	7.30659	8.47108	1.00000	5.62025	Sarah Evans	147.94863	2.96352
5620	47.20339	4.06236	4.29487	49.08535	881-90-3212	yes	divoced	3.96170	40.26748	5.61877	9.71137	2.93433	1.00000	4.32183	John Cole	97.99396	3.49945
5621	46.70530	5.68132	4.88756	68.61370	763-43-7838	no	single	8.06972	51.25418	7.51465	13.94495	5.06241	1.00000	3.59761	Jordan Giles	81.59093	3.34249
5622	51.28841	5.35522	5.31605	38.07965	117-96-4991	yes	divoced	7.05066	70.95228	6.87102	11.33864	4.32667	1.00000	5.05604	Jeffrey Hammond	112.32532	5.21434
5623	46.86963	5.52337	4.44847	77.33936	896-95-4142	no	divoced	6.39574	38.81284	6.41023	8.79134	4.88801	1.00000	5.26340	Allison Wallace DDS	107.25824	5.40321
5624	66.92721	3.60856	3.67729	39.27614	753-54-6060	yes	married	4.15723	19.74476	7.82168	12.52544	6.41420	0.00000	5.42632	Kimberly Johnson	70.28170	3.67359
5625	45.51513	7.73417	6.17828	44.31291	493-64-4287	no	divoced	5.42542	97.83902	6.48414	25.18747	6.99107	1.00000	4.42194	Alicia Parrish	100.01061	5.00710
5626	77.84977	3.94987	4.94608	61.09514	519-09-5053	yes	widowed	6.25693	55.58913	6.42681	5.63871	5.18506	1.00000	7.04873	Charles Thomas	132.90375	6.17999
5627	36.14948	5.50517	4.25201	63.09472	860-16-3406	Y	separated	5.99751	32.41142	7.05140	9.02851	3.32337	1.00000	6.05015	Jesse Wheeler	57.13006	3.85549
5628	60.94714	5.56187	6.04637	48.35434	078-42-2696	yes	divoced	3.76729	89.98881	6.41211	14.17705	8.69796	1.00000	4.58812	Thomas Fleming	139.77144	4.55321
5629	39.58679	5.38226	3.61880	43.27078	512-24-5778	N	married	4.96052	18.21386	5.42308	9.59262	5.70394	0.00000	5.98682	Jonathan Thomas	38.69851	5.71958
5630	33.85169	3.95165	7.18017	51.51712	107-48-8667	Y	married	5.13559	74.21850	6.39836	13.08369	4.86038	1.00000	7.04022	Jorge Lewis	70.81640	4.55791
5631	47.31384	4.15150	3.69866	49.58813	026-49-8144	Y	married	6.14976	19.62577	9.37345	10.27196	7.31652	0.00000	5.28519	Anthony Johnson	99.16300	7.09705
5632	63.91409	4.13413	4.47505	27.81384	706-36-9174	N	widowed	4.90478	33.74595	6.16880	10.92880	5.70527	1.00000	4.03944	Jessica Castillo	7.03799	2.45456
5633	51.49199	4.61337	5.84603	55.50895	427-36-9189	no	married	4.92808	85.66307	6.37401	12.80227	6.40632	1.00000	5.95928	Denise Duran	46.42928	5.57796
5634	55.27757	3.64185	4.47972	57.14281	198-56-3616	Y	divoced	5.81948	36.28698	4.88780	14.05651	5.44319	0.00000	5.08787	Ann Davis	81.44069	5.55505
5635	41.48016	6.98611	5.70981	73.41485	542-73-4370	yes	single	4.30243	84.64474	8.94388	15.24119	8.75693	0.00000	5.16449	Gina Jones	49.08978	8.13073
5636	54.04976	3.82601	4.30848	27.83781	278-92-3005	no	divoced	6.20900	32.14661	8.03821	18.95016	7.54550	0.00000	6.06606	Heather Burns	88.25391	7.83303
5637	58.50118	5.92250	3.15500	51.19210	695-05-2413	Y	nop	5.96355	6.58630	5.81550	10.24932	3.50054	1.00000	4.76805	Michael Robinson	109.48746	4.82164
5638	56.47523	5.54605	4.07496	55.29047	528-43-6723	no	divoced	4.86517	30.20408	6.28738	12.68503	5.15369	1.00000	5.77464	Scott Norris	64.02152	4.91523
5639	80.81754	6.31242	4.70649	38.12562	766-22-7098	yes	widowed	5.46042	45.48195	7.06124	16.15043	3.88677	1.00000	4.97442	Brian Roberts	54.27906	4.68806
5640	63.63299	6.65644	5.42138	47.48170	396-27-6801	no	married	6.07792	74.46269	5.41529	12.91341	6.15348	1.00000	4.81271	Dana Baker	59.08239	6.03791
5641	31.46095	5.53252	6.45684	47.30366	627-05-7658	yes	nop	5.80381	84.57698	5.51155	13.35602	7.07745	1.00000	4.37262	Bethany Johnson	56.13076	4.74981
5642	49.67145	6.16598	7.07258	32.17007	416-20-8446	Y	married	6.29475	77.36568	7.33705		8.33300	1.00000	4.37729	Michelle Kelly	123.85130	3.40570
5643	49.06132	5.71642	5.35361	48.22855	414-95-9486	no	divoced	7.60143	72.82921	6.11855	14.46557	5.90407	1.00000	7.62991	Laura Armstrong	42.86875	6.30812
5644	49.04492	7.10745	4.20995	51.55709	671-84-3338	no	married	5.43764	35.43539	7.70136	18.25360	4.42099	1.00000	6.18674	Jeremy Richardson	45.89526	3.55677
5645	50.16771	6.44328	3.79262	48.34842	520-49-5668	no	divoced	3.85163	11.06687	6.32614	14.93123	3.27662	1.00000	5.91116	Timothy Brown	71.41560	3.10529
5646	11.64237	5.24455	2.82304	51.08698	519-12-8021	no	divoced	6.49692	13.12904	4.52507	9.21978	3.01959	1.00000	6.60414	Rebecca Simpson	129.60195	5.70655
5647	29.12188	5.90091	6.28067	41.55323	423-08-7792	no	separated	3.55509	84.41879	7.20931	11.29748	7.10614	1.00000	7.62168	Susan Pierce	45.78809	4.66508
5648	62.20349	5.80532	4.29563	47.14601	547-17-7361	Y	divoced	5.36068	27.20052	6.68428	9.66398	7.42443	0.00000	3.73825	Michael Mcgee DDS	73.45385	3.30224
5649	50.14516	6.16348	3.84919	58.36896	377-59-8814	no	widowed	7.07231	17.75218	7.45180	10.22876	5.57901	0.00000	4.79016	David Cook	74.43847	5.19991
5650	65.17850	3.72651	3.27612	50.72529	154-39-1647	yes	widowed	5.50761	9.74410	4.97583	10.48781	4.21615	1.00000	6.32993	Michael Davis	-3.49297	6.70968
5651	34.32688	4.10859	5.71136	67.57985	326-61-1093	no	divoced	3.97203	84.28424	7.24380	9.66454	6.69037	1.00000	5.50154	Sandra Roberts	108.64585	5.47208
5652		5.61771	5.87859	60.74153	396-88-3724	no	married	5.46048	91.89484	9.41372	11.73927	4.24151	1.00000	5.23906	Gary Wu	67.19379	1.97603
5653	69.87820	5.21514	4.15108	24.07324	498-21-2751	yes	widowed	6.03352	28.57785	5.57115	13.56618	4.59829	1.00000	5.79447	Brittney Conner	104.11335	2.85782
5654	51.50341	3.70904	6.18988	49.15775	123-44-4590	Y	single	5.84243	86.24647	5.05999	7.63416	7.38858	1.00000	6.44715	Robert Roberts	40.40337	4.88085
5655	39.54099	6.69828	7.00090	58.88003	495-34-7761	no	married	5.50388	76.05675	6.88180	12.67013	7.22880	1.00000	5.26656	Jose Chung	25.07283	3.75353
5656	13.56364	7.40628	4.05013	54.82460	635-11-4667	no	single	4.82602	26.31321	6.77019	15.54299	7.72173	0.00000	4.18969	Taylor Anderson	102.50413	2.73686
5657	50.82403	3.12066	1.59983	44.97366	831-21-1493	no	married	5.32848	48.15740	8.26268	11.54956	5.77781	0.00000	4.79791	Brian Bauer	107.08980	7.58652
5658	30.68489	5.75859	7.26839	53.01597	516-49-9058	Y	divoced	6.66926	72.51196	7.68790	18.11524	7.25954	1.00000	5.38192	Patrick Rogers	95.18669	3.62191
5659	30.85806	4.68074	5.45573	39.71110	560-87-0486	no	divoced	6.38368	79.63965	5.71693	10.67987	6.32019	0.00000	4.94782	Tammy Jones	67.86721	6.43744
5660	34.85773	5.40569	7.12616	63.03727	384-36-8113	no	divoced	3.15429	73.71282	7.64911	12.15080	6.52981	1.00000	5.97993	Stephanie Campbell	133.95779	4.08718
5661	62.25337	5.24283	3.24779	59.19752	271-63-6242	yes	divoced	4.10097	3.49888	5.00507	11.71338	3.86701	1.00000	6.12303	Anna Wright	52.38722	5.14562
5662	39.05977	5.03330	4.66329	38.78836	723-33-8234	yes	married	5.38323	46.26048	6.31460	15.19063	6.49617	0.00000	5.32641	Sarah Ruiz	105.55752	5.22601
5663	51.88188	6.98509	5.01049	44.15524	148-72-8923	no	married	5.94906	62.04710	4.71948	18.41088	5.67200	0.00000	5.11676	Elizabeth Lester	93.25749	6.07588
5664	81.10144	5.23207	9.10968	41.95795	255-05-3539	Y	married	6.52576	21.15277	9.98243	13.33694	6.34885	1.00000	5.21385	Barbara Mccarty	50.10372	1.62679
5665	45.41810	5.39106	4.69146	63.48902	395-30-4958	N	divoced	5.37474	47.18360	8.59658	14.77337	3.38532	1.00000	6.26730	Jamie Hammond	47.55696	4.11078
5666	55.78118	3.89398	7.00070	28.68305	050-67-8492	no	married	6.34736	81.42270	7.34137	12.30314	6.85299	1.00000	4.09280	Heather Smith	48.74812	4.10278
5667	64.97182	7.39071	3.00640	37.32887	009-67-8487	no	separated	6.70298	6.58331	8.64941	18.09650	5.55823	0.00000	4.52563	Melvin Carson	75.63736	3.90000
5668	55.52030	6.30682	4.03842	56.55602	087-08-6814	Y	divoced	5.83834	29.52892	6.81273	10.97007	2.55854	1.00000	6.41358	Deanna Simmons	124.37358	2.23709
5669	63.35117	4.14767	6.51230	59.28280	082-92-2992	Y	married	4.39068	83.82290	6.18062	7.46859	6.53920	1.00000	5.27949	Stephanie Woods	59.18337	4.62165
5670	56.10710	6.02201	5.55114	38.72746	098-02-6555	no	separated	5.36503	80.42747		9.69915	7.92554	1.00000	3.98193	Jill Anderson	31.57084	6.67763
5671	45.79240	6.45485	4.03963	41.92126	450-74-2288	no	nop	5.13882	20.68788	7.04249	15.36027	2.53811	1.00000	5.36432	Brian Shelton	26.85876	5.08939
5672	42.64632	5.64125	7.92021	52.32499	041-60-6363	yes	married	4.79622	51.09152	7.31917	11.99616	7.59545	1.00000	5.76778	Kristina Rivas	102.93983	2.60053
5673	28.55246	7.14235	5.82711	64.06340	726-91-5350	yes	divoced	5.98339	90.62492	6.43518	13.55297	6.21293	1.00000	3.81576	Tara Oconnor	41.14234	5.57080
5674	30.16788	6.46678	3.91924	29.03536	139-47-8152	no	divoced	7.37488	22.99058	4.73884	10.19251	5.47800	0.00000	6.01771	Willie Clark	27.47745	4.97048
5675	64.24236	5.21070	5.67522	49.31277	540-74-6869	yes	divoced	4.23722	80.23642	5.86309	13.13807	7.67322	1.00000	4.14522	Evan Gamble	66.34104	5.36212
5676	36.74798	4.11421	2.38038	53.33372	515-62-0432	yes	divoced	6.48672	21.65403	7.87672	15.26257	7.54878	0.00000	7.52318	Kyle Blevins	118.27808	7.38358
5677	58.73923	3.73779	2.28340	68.40459	650-37-1691	Y	single	3.62961	27.54585	7.19706	11.11806	6.23562	0.00000	5.69758	David Wilson	78.70900	7.04665
5678	24.56942	5.61085	6.50086	51.99347	236-35-2971	no	married	5.11401	84.24145	6.58919	12.84619	8.29382	0.00000	5.88132	Christopher Dudley	91.85791	7.49549
5679	50.90052	5.09853	5.58647	32.77500	823-05-8984	no	married	6.20275	81.29836	7.40696	8.78702	7.50883	1.00000	4.66173	Keith Price	121.53871	5.54820
5680	35.48097	4.82058	3.65841	56.68748	306-12-9565	no	married	4.80651	13.07875	3.30434	11.35629	7.01797	0.00000	6.77623	Erin Mathis	62.65583	6.98310
5681	52.14208	5.38794	3.69956	41.57317	899-54-4182	no	widowed	6.40768	18.93122	7.02320	8.47174	6.74442	0.00000	4.63562	Jay Brewer	108.67920	3.75883
5682	58.64456	5.54269	8.90267	48.01367	874-20-2583	yes	single	5.25345	13.22790	8.24766	14.49516	7.31639	1.00000	6.97700	Shannon Cox	81.78924	1.80292
5683	57.80070	5.45614	5.52739	57.84941	838-08-8842	no	widowed	6.38205	73.09601	8.17560	7.34006	6.00643	1.00000	4.41239	Jose Nelson	33.09207	2.39672
5684	39.90465	6.30035	7.79161	53.27970	243-05-0064	no	widowed	8.03632	51.36859	5.94691	15.43741	6.67077	1.00000	5.78316	Michael Brewer	141.53288	3.20754
5685	45.74937	5.51839	8.62518	63.87342	746-46-2118	no	single	6.68267	20.03946	7.94299	10.95515	6.95972	1.00000	3.44318	Bradley Wilson	118.68297	2.18120
5686	60.76623	5.79035	5.44650	48.98299	834-29-9499	yes	single	7.02542	75.22630	5.70404	7.26936	7.57917	1.00000	6.05896	Derrick Pitts	47.45197	5.58277
5687	36.41131	5.71363	8.43282	61.26981	651-30-2390	no	single	3.47983	16.65679	6.73090	9.37895	7.10918	1.00000	5.83344	Dennis Harper	95.96699	2.37191
5688	42.09495	5.42077	7.50607	59.65675	424-26-3254	no	divoced	5.39190	71.26098	7.47802	8.55719	8.54952	1.00000	4.79958	David Carpenter	107.80394	2.88692
5689	54.31968	4.94175	7.12208	69.79791	055-28-1165	no	widowed	4.66211	78.24768	6.48781	12.05952	6.22904	1.00000	5.55677	Travis Peterson	71.74268	3.96213
5690	40.44065	5.24056	4.69452	37.06653	332-33-5197	no	widowed	6.29145	40.22958	7.47437	13.56097	5.15102	1.00000	5.44958	Joshua Davis	98.34072	3.64985
5691	42.41950	7.23205	6.86620	58.20224	874-13-2700	no	separated	6.11698	84.98435	8.42231	24.45609	6.43723	1.00000	5.34751	Scott Mccann	45.14838	4.80309
5692	72.35975	4.18569	5.60680	48.20943	618-98-2173	no	nop	5.58367	85.90025	6.47608	11.66928	5.01528	1.00000	6.29483	Marcus Griffith	66.94998	4.48891
5693	26.31856	5.70569	3.43092	42.68586	605-17-2588	yes	nop	5.51000	14.93394	7.20120	13.01224	7.15102	0.00000	5.03634	Daniel Taylor	123.16366	2.85109
5694	36.97216	5.71799	10.20888	63.54660	499-74-6757	no	single	5.02377	21.04137	8.79196	12.37250	7.71788	1.00000	5.01729	Nathan Diaz	27.72132	0.11891
5695	46.63969	5.16785	4.50077	51.91093	564-33-8059	yes	separated	4.87359	42.88558	6.50945	12.40301	3.61741	1.00000	5.91523	Deborah Young	37.76324	4.20024
5696	32.35567	5.93343	4.16083	55.77366	646-88-6976	no	separated	7.70843	28.59875	7.76874	11.37965	3.35623	1.00000	3.62909	Kim Ryan	38.26642	3.95262
5697	70.63952	6.43109	6.11278	50.41858	158-29-4488	no	married	5.50141	87.17051	6.69992	16.20900	6.85013	1.00000	5.04532	Sylvia Johnson	47.24751	5.11809
5698	63.14518	5.63994	2.35441	53.73673	800-86-6693	no	divoced	4.38742	14.03585	8.92988	12.70551	5.50720	0.00000	7.50562	Bridget Martin	149.30554	3.10250
5699	67.49059	4.01138	5.35364	47.20451	128-80-8604	Y	separated	6.13066	78.37391	4.48620	7.96507	6.31391	0.00000	5.05028	Joseph Hoffman	85.16410	6.25112
5700	26.22261	5.01314	6.02207	60.91643	239-49-3852	no	nop	4.56475	90.13815	6.66164	11.53748	7.97410	1.00000	6.30735	Michelle Miller	30.03889	4.73453
5701	52.53013	3.31303	2.67215	35.93395	399-22-4683	Y	widowed	4.80919	16.46329	8.14193	4.54144	5.94658	0.00000	4.36977	Dana Barrett	40.25655	3.26549
5702	21.92522	5.26726	8.72661	51.09704	635-95-8094	no	divoced	6.43615	22.64556	9.84250	17.27657	7.63299	1.00000	7.07655	Jesse Rich	56.82887	1.85968
5703	50.14569	4.81608	6.06557	52.83994	631-50-1150	no	single	6.98618	93.99936	9.49155	16.65702	7.28458	0.00000	5.78687	Aaron Spence	107.83344	7.53085
5704	78.37886	5.16379	2.74422	55.63876	834-81-0125	Y	divoced	4.72473	10.03012	4.85292	14.20392	4.10824	1.00000	6.59097	Edward Wilson	60.71542	5.26234
5705	41.37732	5.60464	7.45076	47.61369	006-62-3121	Y	divoced	2.76575	60.50413	7.67915	13.14792	7.55911	1.00000	3.97086	Lisa Mcgee	97.40511	3.28864
5706	54.04914	5.64490	3.45524	60.62722	069-98-6817	no	widowed	5.80330	18.14434	7.29550	11.11332	5.17784	0.00000	4.78469	Kayla Cook	32.17441	5.54074
5707	55.37733	6.17656	5.51312	58.09420	485-35-1432	Y	divoced	5.68841	71.30401	5.14088	11.97949	6.22231	0.00000	4.23293	Melanie Robinson	69.92342	7.26736
5708	66.50586	6.26505	5.07495	40.90504	081-76-9100	yes	married	5.86211	64.23279	4.08367	14.02575	7.27126	0.00000	7.91617	Michael Sims	65.16866	6.54690
5709	46.42109	5.41838	7.99344	49.27344	545-44-4051	no	widowed	5.69468	40.22990	8.26618	9.53634	5.78798	1.00000	4.56605	Mark Ferguson	106.64210	3.10395
5710	69.87421	4.41611	6.12193	52.52406	052-14-4606	no	divoced	5.75782	84.73163	8.95306	16.23631	6.72936	1.00000	6.18014	Eric Howard	66.24422	4.08910
5711	59.04395	4.98323	4.07949	49.79984	805-81-6990	yes	divoced	6.52473	25.79198	7.32342	13.86309	2.45070	1.00000	8.38920	Aimee Richardson	38.33955	2.89677
5712	74.67361	4.48096	4.47170	73.01351	003-68-2304	no	nop	4.63418	46.72567	7.90559	9.77907	7.90361	0.00000	6.68411	Christopher Ward	94.11985	7.65548
5713	31.82075	5.22294	5.28780	55.09557	837-30-7881	Y	married	5.39549	69.16343	4.74324	9.21082	5.82814	1.00000	6.44853	Nancy Woods	96.32137	6.56181
5714	55.03450	5.89897	4.97416	55.34049	231-65-4353	N	divoced	6.54058	65.39986	4.82514	11.30872	5.98141	1.00000	6.13011	Cameron Mcintyre	64.54207	6.67539
5715	43.91903	5.65632	4.33414	47.86998	766-01-3964	yes	divoced	5.65701	37.54912	6.73088	12.25845	4.04432	1.00000	6.00276	Jennifer Bailey	107.04908	4.29797
5716	39.59220	7.15198	8.57920	54.09540	110-43-4628	Y	separated	5.01994	23.70358	7.76525	16.74308	6.89474	1.00000	5.18738	Daniel Boyd	125.78103	2.13250
